date_received,product,sub_product,issue,sub_issue,consumer_narrative,company_public_response,company,state,tags,submitted_via,company_response,timely_response,consumer_disputed,year,month,has_narrative,product_normalised
2021-05-05,Vehicle loan or lease,Loan,Managing the loan or lease,Billing problem,"On XX/XX/2021, I mailed a Principal Only payment in the amount of {$450.00} to Toyota Financial Services that was to be applied to my vehicle loan with them. Payment was in the form of my personal check # XXXX. The check, and the payment coupon that was mailed with the check, was clearly marked Principal Only. The copy of my check which I was able to get from my bank was marked on the front as received on XX/XX/XXXX and has the initials XXXX. Additionally, it was stamped on the back with a Toyota stamp that says For Deposit Only on XX/XX/XXXX. 

On XX/XX/2021, after not having received credit for the payment, I made my first call to Toyota in an attempt to receive credit for my payment. Following is a detailed accounting of the many attempts I have made to receive credit : XXXX. XX/XX/2021 XXXX Thursday XXXX I called Toyota Financial Services ( TFS ) and spoke with XXXX XXXX I.D . # XXXX XXXX. XXXX said it might take more time since a lot of employees are working from home due to the pandemic. If it had not posted by the end of the day or by tomorrow ( Friday XXXX, I should call back on Monday. Also on Monday, a copy of the front and back of the negotiated check should be uploaded onto the TFS website. Give it a day or two after uploading the copy. 
XXXX. XX/XX/2021 XXXX Monday ) A copy of my XXXX  XXXX XXXX check transaction was uploaded onto the website and I received a confirmation from the website that the copy of the check was received. 
XXXX. XX/XX/2021 ( Friday XXXX I called TFS since I still had not received credit for the check. Spoke with XXXXXXXX XXXX XXXX  . XXXX XXXX and XXXX XXXX I.D . XXXX ). I was told they could not locate the copy of the check that was uploaded onto the website and I should fax the copy. Since I do not have a fax machine, I had to drive to XXXX and pay to have the copy faxed. As instructed by XXXX, I faxed the copy to the attention of XXXX at fax no. XXXX. 
XXXX. XX/XX/2021 XXXX Friday ) I called TFS later in the day to confirm that they had received my fax. I was told it takes 24 to 48 hours for the information to get posted into the system so other agents could see it. 
XXXX. XX/XX/2021 XXXX Thursday XXXX I called TFS and spoke with XXXX XXXX I.D . XXXX XXXX XXXX  XXXX said they received the fax on XX/XX/XXXX and said he would put me on hold while he checked to see why it is taking so long to have my account credited. After coming back on the telephone, he said the money would be refunded to me. I asked that instead of refunding the money, that it be applied as a Principal Only payment. He said he would make a note of this. He will submit all information after which it would be reviewed. He would see to it that this is processed. Should be completed by Monday, XX/XX/2021. 
XXXX. XX/XX/2021 XXXX Wednesday XXXX I called TFS and asked XXXX, who answered the telephone, if I could speak with a manager. I was connected with XXXX who identified herself as a Resolution Specialist. By the way, each time I call TFS, I had to give a full explanation of all that I had gone through thus far. After giving XXXX my full explanation, she put me on hold while she researched my file. She said she was able to find the copy of the negotiated check that had been uploaded onto the website on XX/XX/XXXX as well as a copy of the TFS confirmation. She additionally said she would have my account credited. It would take three to five business days to have it credited. 
XXXX. XX/XX/2021 XXXX Monday XXXX I called XXXX and spoke with XXXX XXXX I.D . # XXXX XXXX XXXX stated that XXXX had not created the ticket that was required to have my account credited. He stated he would create the ticket and would have the payment credited towards my principal. The account should be credited by Thursday, XX/XX/2021. 

As of today, XX/XX/2021, my account has still not been credited with my {$450.00} payment. Since it has been verified XXXX via the copy of my check that was received from XXXX  XXXX XXXX XXXX that they were in receipt of my check on XX/XX/2021, my account should also be credited with the interest charged on the {$450.00} through the date that I receive credit for the payment.",,TOYOTA MOTOR CREDIT CORPORATION,NJ,Servicemember,Web,Closed with monetary relief,1,,2021,5,1,Vehicle loan / lease
2016-03-28,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,The daily phone calls are coming to our home landline. A recorded message does not ask for anyone in our household by name. It says it is an attempt to collect a debt and rattles off another number to call back. It does not repeat the call back number. I believe the number is : XXXX. We are on the national do not call registry.,,"Convergent Resources, Inc.",NE,Older American,Web,Closed,1,0.0,2016,3,1,Debt collection
2024-06-01,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,,,KEYCORP,CT,,Web,Closed with explanation,1,,2024,6,0,Bank account / service
2022-01-19,Checking or savings account,CD (Certificate of Deposit),Managing an account,Funds not handled or disbursed as instructed,,,PNC Bank N.A.,OR,Older American,Phone,Closed with monetary relief,1,,2022,1,0,Bank account / service
2022-09-13,Debt collection,Other debt,False statements or representation,"Impersonated attorney, law enforcement, or government official","GC Services called me this morning about my account with the Michigan State Treasury to pay off back taxes. I made a payment today, but I was about 10 days late. I didn't know they were a collection agency until I googled the phone number. I think they wanted me to believe they were the State of Michigan. The representative was incredibly rude and hung up. I am not sure if they are going to try and ruin my credit or not, but I am NOT behind on my payments, I was just a few days late ; times are hard. I have attached proof that I've made my payments. Please tell GC Services not to ruin my credit, as I am current on my tax account. These guys have already been in trouble for impersonating government officials and making threats. Here 's the link. https : XXXX",,"ORG GC GP BUYER, LLC",KY,,Web,Closed with explanation,1,,2022,9,1,Debt collection
2024-10-09,Debt collection,I do not know,False statements or representation,Attempted to collect wrong amount,"No Parking Rule/Refusal to pay/ Cease and Desist I Refuse to Pay this alleged collection XXXX XXXX XXXX XXXX XXXX. 
XXXX, XXXX  XXXX XX/XX/XXXX NATIONAL CREDIT ADJUSTERS  , L.L.C XXXX XXXX XXXX XXXX XXXX, KS XXXX To Whom It XXXX Concern : This notice is to inform you that you have unlawfully reported an alleged debt to my consumer report. Under the New Rule REGULATION F which took effect XX/XX/XXXX, You NATIONAL CREDIT ADJUSTERS , L.L.C You have violated the FDCPA 1006.30a and its new rule by parking this alleged debt on my consumer reports. Cease and Desist the reporting of this alleged XXXX immediately or I will escalate this matter to taking legal action. 
I have not given you written permission to put anything on my credit profile 15 USC 1681b2.

You have no permissible purpose by law to contact third parties with my private or personal information. Your offenses amount to Aggravated Identity Theft pursuant to 18 U.S.C. 1028A. You have knowingly transferred, possessed, or used, without lawful authority, a means of identification of me, which is a felony punishable with up to 2 years of imprisonment, in addition to civil liability.

I AM A LITIGIOUS CONSUMER I WILL NOT HESITATE TO TAKE LEGAL ACTION AGAINST NATIONAL CREDIT ADJUSTERS , L.L.C 15 USC 1692c ( c ) Ceasing communication If a consumer notifies a debt collector in writing that the consumer refuses to pay a debt or that the consumer wishes the debt collector to cease further communication with the consumer, the debt collector shall not communicate further with the consumer with respect to such debt. 
I refuse to pay this alleged debt. Cease and Desist all collections activity regarding this alleged debt and PROMPTLY Delete it from all consumer reporting agencies that you have reported this inaccurate, incomplete, erroneous and misleading information to at once. 
The reporting of such inaccurate information has caused severe damage to my character, my reputation, my general mode of living and my ability to obtain credit for personal and house purposes. 
You and your inaccurate reporting have damaged my livelihood. 

XXXX XXXX Code XXXX - Responsibilities of furnishers of information to consumer reporting agencies ( a ) DUTY OF FURNISHERS OF INFORMATION TO PROVIDE ACCURATE INFORMATION XXXX ) PROHIBITION ( A ) Reporting information with actual knowledge of errors A person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the information is inaccurate. 
Duty : a moral or legal obligation ; a responsibility XXXX : correct in all details ; exact. 
XXXX : a law or regulation forbidding something XXXX XXXX XXXX XXXX Says you NATIONAL CREDIT ADJUSTERS , L.L.C are a furnisher of information to a consumer reporting agency. 
You ARE PROHIBITED BY LAW to furnish inaccurate information XXXX XXXX XXXX XXXX ( a ) ( XXXX ) ( A ) XXXX XXXX Code XXXX ( a ) DUTY OF FURNISHERS OF INFORMATION TO PROVIDE ACCURATE INFORMATION XXXX ) PROHIBITION ( B ) Reporting information after notice and confirmation of errors A person shall not furnish information relating to a consumer to any consumer reporting agency if ( i ) the person has been notified by the consumer, at the address specified by the person for such notices, that specific information is inaccurate ; and ( ii ) the information is, in fact, inaccurate. 

In conclusion I have shown you and you have been put on notice that you are reporting inaccurate information. The information is, in fact, inaccurate. 

The continued reporting of this inaccurate information is a clear violation of the Law 15 USC 1681 s-2 of your responsibilities as a furnisher of information.

You have caused me and my family severe harm due to your negligence and inaccurate reporting. This is a final opportunity to Cure and DELETE This Erroneous, inaccurate account from my Consumer report.

YOU HAVE 10 Calendar days to DELETE THIS ACCOUNT FROM MY CONSUMER REPORTS! or I will take legal action for consumer law violation under 15 USC 1681 n, 15 USC 1681 o and 15 USC 1692k.

DELETE THE FOLLOWING ACCOUNT/S FROM YOUR RECORDS AND ALL CONSUMER REPORTING AGENCIES. 
Account name Acct # NATIONAL CREDIT ADJUSTERS , L.L.C - XXXX NATIONAL CREDIT ADJUSTERS , L.L.C - XXXX Failure to respond satisfactorily with deletion of the above referenced account, and send out a free copy of my report after the changes have been made will result in legal actions being taken against your company, for which I will also be seeking {$1000.00} per violation for : 1. Defamation of Character ( per se ) 2. Negligent Enablement of Identity Fraud 3. Fair Debt Collections Practices Act 15 USC 1692g violations 4. Fair Credit Reporting Act 15USC 1681 violations for willful noncompliance - 616. Civil liability for willful noncompliance [ 15 U.S.C. 1681n ] Thank you, XXXX XXXX Enclosed : copy of ID and XXXX XXXX showing proof of address",,"National Credit Adjusters, LLC",CA,,Web,Closed with explanation,1,,2024,10,1,Debt collection
2024-01-22,Debt collection,Credit card debt,False statements or representation,Attempted to collect wrong amount,,,"Spring Oaks Capital, LLC",IL,,Web,Closed with explanation,1,,2024,1,0,Debt collection
2023-06-12,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CREDIT ACCEPTANCE CORPORATION,AL,,Web,Closed with explanation,1,,2023,6,0,Debt collection
2014-02-15,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Ocwen Financial Corporation,AZ,,Web,Closed with explanation,1,0.0,2014,2,0,Mortgage
2023-01-05,Checking or savings account,Checking account,Closing an account,Funds not received from closed account,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,,Web,Closed with monetary relief,0,,2023,1,0,Bank account / service
2014-12-18,Bank account or service,Checking account,Deposits and withdrawals,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",VA,,Web,Closed with explanation,1,0.0,2014,12,0,Bank account / service
2021-04-16,"Money transfer, virtual currency, or money service",Virtual currency,Other transaction problem,,"XXXX wrongfully charged me for a service that I did not order, through PayPal. The funds were not available to cover it and I attempted to let them know. They still forced the transaction and instead of PayPal rejecting the cost, they forced a cash account that had no funds to create a debt. I attempted to file a complaint with PayPal and their issue is that the service was close to what the original order request was ordered and not that the charge should have never taken place since the funds were unavailable. So I wouldlike to file a complaint against PayPal for their wrongful transactions.",,"Paypal Holdings, Inc",WI,,Web,Closed with non-monetary relief,1,,2021,4,1,Money transfer / service
2020-10-06,Debt collection,Credit card debt,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,"I recieved my first email from LVNV on XX/XX/2020 requesting attention be given to a credit card account that I was unable to pay due to being unemployed. I remember thinking, how unprofessional it was to request payment be made for a debt at the very time COVID had started to affect employment, causing employers to shut down and stay in place orders were in place. At that time I was recieving only Welfare as income and food stamps as food. LVNV continued to contact via email at least once a week to place their payment before the immediate needs of what the pandemic had already caused. Statements such as Fullfill your obligation, resolve your responsibility, if you take care of matters now, then you can get back to what matters, just to name a few. The following is a list of dates this year 2020, that I recieved emails into my personal email account from LVNV, from the very first to current : XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XXXX XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX. I have all emails sent from company and can forward if needed. Initial person of contact was XXXX XXXX, the XXXX XXXX, now its been consistently XXXX XXXX. I jus strongly feel this company have been extremely inappropriate to contact as much and say the things they do to collect a credit card debt when the main global concern at this time is COVID-19 deaths and continued loss of employment opportunities.",,Resurgent Capital Services L.P.,CA,,Web,Closed with explanation,1,,2020,10,1,Debt collection
2015-11-28,Bank account or service,Checking account,Deposits and withdrawals,,,Company chooses not to provide a public response,WELLS FARGO & COMPANY,AZ,,Web,Closed with explanation,1,0.0,2015,11,0,Bank account / service
2022-02-13,Debt collection,Other debt,Attempts to collect debt not owed,Debt is not yours,"LVNV Funding LLC pushed someone's unpayed account to their debt collection servicer Resurgent Capital Services. LVNV Funding states they acquired an account from XXXX XXXX XXXX. The XXXX account owner 's name does not match mine. The alleged account owner lived in a state where I have never been in residence. I've never done business with and never had an account w/ XXXX XXXX THE DEBT IS NOT MINE. According to XXXX Resurgent Capital Services, LVNV Funding LLC, & XXXX, XXXX are total scam companies. So, no why would I contact a scammer. Went straight to CFPB, FTC, & BBB.",,Resurgent Capital Services L.P.,CA,,Web,Closed with explanation,1,,2022,2,1,Debt collection
2022-12-09,Credit card or prepaid card,Store credit card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,"Purchase made at store location in XXXX MT on XXXX/XXXX/22. 

A commercial credit card was used to purchase blinds for a rental home in XXXX. 

The store employee had difficulty "" getting the payment to go through. '' The purchase in dispute is for {$990.00} worth of blinds. I was given the following receipts at the customer support counter : Trans # : XXXX {$1000.00} ( {$990.00} + XXXX tax ) Trans # : XXXX + {$1000.00} ( Credit ) Trans # : XXXX {$990.00} The XXXX/XXXX/22, statement included the following charges and credits from the XXXX Store : XX/XX/22 invoice # : XXXX {$1000.00} XX/XX/22 invoice # : ( {$1000.00} ) XXXX/XXXX/22 invoice # : XXXX {$990.00} XXXX/XXXX/22 invoice # : XXXX {$990.00} I am certain the the extra {$990.00} is an erroneous double charge, and I have disputed it XXXX times. In all this time, I have not received any written documentation from Synchrony bank regarding the resolution of the first XXXX disputes, and was only informed of it being in Lowes favor when I called the customer support number on the Lowes statements. 

Regardless of their previous decisions, I am continuing the dispute the charge because I did not get XXXX sets of merchandise worth {$990.00} on XXXX/XXXX/22 from the XXXX Lowes Store. I have spent a lot of time on the phone and organizing my records to deal with this incorrect charge, and it is still not settled.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,UT,,Web,Closed with monetary relief,1,,2022,12,1,Credit card
2016-11-29,Credit card,,Unsolicited issuance of credit card,,"I went into a jewelry store to look at some XXXX watches between XXXX-XXXXm on XX/XX/2015. A salesman talked me into seeing how expensive of a XXXX I could finance. It was a Sunday and I thought "" why not? "". The guy sat me down, and asked me for some credit information. Told me I could afford {$2400.00} of watch to finance. I did not purchase anything at the store and walked out. Shortly after, I received a credit card in the mail - I thought it was a fake promotional card. It was a card from this jewelry store, account opened XX/XX/2015, the same month and the first and only time I entered that store. The salesperson did not have my permission to open a credit card account, and I never knowingly gave my consent for him to do this. I was asked for my financial information under the notion that it would be used to determine my credit worthiness - opening an account under my name was NEVER mentioned. As soon as I received the credit card, I called the creditor to cancel the account. 

I have attached a screenshot from my credit report - the trended data shows that I never used this card. I never had use for it because I was never interested in applying for a card.",,TD BANK US HOLDING COMPANY,TX,,Web,Closed with non-monetary relief,1,0.0,2016,11,1,Credit card
2020-08-03,Debt collection,Other debt,Attempts to collect debt not owed,Debt is not yours,"in XXXX i tried to buy a mattress and have it leased through acima. i never received the mattress and in that time i had also loss my phone number yet i still contacted acima telling them i never received the mattress and would not need to have it leased anymore. in XXXX i realized that it is still trying to be collected even though the lease wasn't needed and i never got the product it was intended for. they still wont remove it and say i still owe. I have contacted this company and the company i tried to get the mattress through and both were non-caring and very unhelpful, needless to say if it seems like a scam it probably is. The original company i tried to work with went under for fraud and a new owner is running the mattress "" company '' he wouldn't have had to owe anything all he had to do was cancel the order to the lease firm. he would not do so for no apparent reason other than to make my life difficult and teach me a lesson. I just don't understand people anymore and dint want it to be this big of a deal but if the original person went away for fraud you think he would try to make the company look good, but like i said before if it looks like a scam it probably is,",,"ACIMA CREDIT, LLC",IA,,Web,Closed with explanation,1,,2020,8,1,Debt collection
2026-02-09,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,,,ENCORE CAPITAL GROUP INC.,CA,,Web,Closed with explanation,1,,2026,2,0,Debt collection
2022-08-26,"Payday loan, title loan, or personal loan",Installment loan,Problem with additional add-on products or services,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,1st Franklin Financial Corporation,GA,,Web,Closed with explanation,1,,2022,8,0,Payday loan / title / personal
2014-03-12,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,"Paypal Holdings, Inc",KS,Servicemember,Web,Closed with monetary relief,1,1.0,2014,3,0,Debt collection
2022-05-27,Debt collection,Other debt,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,"STATEMENT OF FACTS : 1. On XX/XX/XXXX, XXXX XXXX, hereinafter Respondent, made presentment of a PRIVATE ADMINISTRATIVE REMEDY DEMAND No. XXXX, incorporated herein in its entirety as Attachment A, to CONCORD SERVICING CORPORATION XXXX hereinafter Debt Collector, for the setoff, settlement, and closure of Account No. XXXX, hereinafter Account, sent via XXXX Registered Mail, XXXX XXXX. XXXX. 
2. Enclosed was an Offer of Performance, Tender of payment ( promissory note ) and Debt Collector Disclosure Statement, incorporated herein in its entirety as Attachment A giving twenty one ( 21 ) days for response. 
3. On XX/XX/XXXX, XXXX XXXX, made presentment of a NOTICE OF FAULT AND OPPORTUNITY TO CURE AND CONTEST ACCEPTANCE incorporated herein in its entirety as Attachment A, to CONCORD SERVICING CORPORATION, sent via XXXX, Article No. XXXX, giving debt collector XXXXen ( 10 ) days to respond 4. Debt Collectors failure to sufficiently respond or timely honor the Presentment, by the terms of the Presentment, constitutes Debt Collectors acceptance and approval of the OFFER OF PERFORMANCE contained therein. 
5. As of XX/XX/XXXX Respondent has not received sufficient response to the Presentment, thereby placing the Debt Collector at fault, as evidenced by the CERTIFICATE OF NON-PERFORMANCE dated XX/XX/XXXX, a record of which is attached hereto as Attachment A. 
6. Debt Collectors failure to sufficiently respond or timely honor the Fault Notice, by the terms of the Fault Notice, constitutes Debt Collectors acceptance and approval of the OFFER OF PERFORMANCE incorporated with the Presentment. 
7. Debt Collectors acceptance and approval of the TENDER OF PAYMENT ( Money Order ) constitutes Debt Collectors agreement to the stipulated aggregate amount of unpaid obligations being XXXX ( {$0.00} ) and XXXX/XXXX dollars. 
8. Debt Collector has defaulted. 
9. As an operation of law, Debt Collector by dishonor of the Presentment and the Fault Notice has created a default. 

XXXX XX/XX/XXXX XXXX sent a "" verification of debt '' letter to myself. It stated "" please find enclosed a copy of your signed contract and/or other documents validating such debt '' Enclosed were "" 0 '' documents or signed agreements. There was nothing else enclosed. Stating there were enclosed documents was false. XXXX also stated in the document that collection activity will commence. 

XXXX XX/XX/XXXX XXXX received my notice of default and consent to judgement and has still failed to respond",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Concord Servicing Corporation,CA,,Web,Closed with explanation,1,,2022,5,1,Debt collection
2026-03-05,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,,,PNC Bank N.A.,DE,,Web,In progress,1,,2026,3,0,Credit card
2024-08-27,Checking or savings account,CD (Certificate of Deposit),Managing an account,Deposits or withdrawals,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CA,,Referral,Closed with monetary relief,1,,2024,8,0,Bank account / service
2025-05-17,Checking or savings account,Checking account,Problem caused by your funds being low,Overdrafts and overdraft fees,"On XX/XX/year>, my Bank of America online profile was compromised. An unauthorized payee was added to my account, and several wire transfers were subsequently initiated to this same payee. I received alerts indicating that my user ID had been accessed, my password had been changed, and a new beneficiary had been added. I immediately contacted Bank of America to report each of these suspicious activities. 

I was initially informed that the wire transfers had been flagged and placed on hold ; however, my available balance was still affected. After multiple unsuccessful attempts to resolve the issue remotely, I flew from XXXX to XXXX on XX/XX/year>, and visited the Bank of America branch in XXXX XXXX, where I met with XXXX XXXX XXXX ( XXXX ). Bank of America conducted an internal investigation and confirmed the fraud. On XX/XX/XXXX, a reimbursement of {$54000.00} USD was deposited into my account, covering the fraudulent transactions and related fees. 

During this branch visit, I requested the closure of my checking account ending in XXXX. However, the bank declined, citing the ongoing investigation. I also took all possible security measures by changing my user credentials and enabling XXXX XXXX  authentication. 

Unfortunately, despite these steps, the breach occurred again on XX/XX/XXXX. My password was reset, XXXX XXXX  was disabled, and the same fraudulent payee was re-added. Additional wire transfers were initiated, again triggering security alerts. I contacted Bank of America immediately and was told that wire transfer capabilities had been removed and all beneficiaries deleted. I verified these changes through my online banking access, but I continued to receive alerts and observed unauthorized transactions on my account. 

The recurrence of this breach, involving the same recipient and similar transaction patterns, demonstrates a systemic failure in securing my accounts and preventing repeat fraud. Despite my diligence and direct communication with the bank, my account remains vulnerable, and I have suffered repeated financial and emotional distress as a result. 

I am requesting the CFPBs assistance in investigating this matter, ensuring that Bank of America upholds its responsibilities in protecting consumer accounts, and securing a full resolutionincluding the return of all funds lost due to this breach.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",KS,,Web,Closed with monetary relief,1,,2025,5,1,Bank account / service
2020-10-21,Vehicle loan or lease,Loan,Problems at the end of the loan or lease,Problem with paying off the loan,"The statements does not match of my payments. I am paying more what I own and I called Capital one at : XXXX but hey have no clue what government agency regulates them. The customer service can't provide an accurate statements and they stoop sending me by regular mail teh statements. My account is : XXXX. 

My email address is : XXXX phone : XXXX Please email me and I summit my statements. 

Best regards",,CAPITAL ONE FINANCIAL CORPORATION,CA,,Web,Closed with explanation,1,,2020,10,1,Vehicle loan / lease
2025-06-06,Vehicle loan or lease,Loan,Getting a loan or lease,Problem with additional add-on products or services purchased with the loan,my experience with them was really awful. i bought a car yesterday XXXX XXXX and i agreed with the sales rep for an all inclusive price unfortunately when i talked to the finance department for a bank loan they tried to sell me ridiculous warranties and when i refused all of them i was charged extremely high interest and then the rep told me he had a good offer which was lower interest but he secretly and professionally increased the sale price of the car by about XXXX XXXXXXXX XXXX i noticed this the day after i bought the car and when i contacted them again they made me another ridiculous offer. The price I agreed on is {$40000.00} and the price they secretly changed is {$46000.00}. It's very clear,,AMERICAN HONDA FINANCE CORP,FL,,Web,Closed with explanation,1,,2025,6,1,Vehicle loan / lease
2025-04-12,Debt collection,Rental debt,Attempts to collect debt not owed,Debt was result of identity theft,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"ProCollect, Inc.",TX,,Web,Closed with explanation,0,,2025,4,0,Debt collection
2024-07-31,Debt collection,Other debt,Written notification about debt,Notification didn't disclose it was an attempt to collect a debt,,,"EQUIFAX, INC.",GA,,Web,Closed with non-monetary relief,1,,2024,7,0,Debt collection
2025-12-25,"Money transfer, virtual currency, or money service",Mobile or digital wallet,"Managing, opening, or closing your mobile wallet account",,,,"Block, Inc.",GA,,Web,Closed with explanation,1,,2025,12,0,Money transfer / service
2018-04-24,Credit card or prepaid card,Store credit card,Problem when making payments,Problem during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",NY,,Referral,Closed with explanation,1,,2018,4,0,Credit card
2024-09-05,Credit card,General-purpose credit card or charge card,Getting a credit card,Card opened without my consent or knowledge,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,GA,,Web,Closed with explanation,1,,2024,9,0,Credit card
2018-05-12,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt was result of identity theft,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,FL,,Web,Closed with explanation,1,,2018,5,0,Debt collection
2024-06-01,Mortgage,VA mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,They charged me 3 times for the month of XXXX and are typing to charge me again for the month of XXXX and XXXX. When I show them back statements and my bank confirms the payment they refuse to refund my payment. They have been no help.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,TX,,Web,Closed with explanation,1,,2024,6,1,Mortgage
2024-12-17,Checking or savings account,Checking account,Managing an account,Problem accessing account,I need my XXXX to be unblocked or unrestricted for email XXXX and for phone number XXXX please unblock both and unrestricted them and remove them from them account on XXXX and XXXX both of them so I can use both of them at my new bank at XXXX XXXX they tell me to contact yall to get it unblocked or restricted and please at screenshots of the issue I am facing with XXXX XXXX XXXX enrollment etc.,,"CITIZENS FINANCIAL GROUP, INC.",PA,,Web,Closed with explanation,1,,2024,12,1,Bank account / service
2020-10-03,Credit card or prepaid card,General-purpose prepaid card,Trouble using the card,Trouble using the card to spend money in a store or online,,,Incomm Holdings Inc.,IL,,Web,Closed with explanation,1,,2020,10,0,Credit card
2022-07-19,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,OH,Older American,Phone,Closed with monetary relief,1,,2022,7,0,Bank account / service
2024-05-12,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Trouble with how payments are being handled,,Company believes it acted appropriately as authorized by contract or law,MOHELA,AZ,,Web,Closed with explanation,1,,2024,5,0,Student loan
2025-05-03,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,,,JPMORGAN CHASE & CO.,,,Web,Closed with explanation,1,,2025,5,0,Bank account / service
2018-10-24,"Payday loan, title loan, or personal loan",Installment loan,Charged fees or interest you didn't expect,,"The apr on this Loan is over 30 %. When I called asking to refi, I was told I had to wait 2 days. When I asked if I could modify the loan I was told no and would not be able to help me. I was told to contact a different company for help, they repeated a script over and over and when I asked to speak to a supervisor they told me no and someone would call me back. No one called me back, this all happened on XX/XX/2018. They would prefer I default and file bankruptcy verses working this out with me. This is predatory lending.",,Lending Club Corp,IN,,Web,Closed with explanation,1,,2018,10,1,Payday loan / title / personal
2018-01-01,Student loan,Private student loan,Incorrect information on your report,Old information reappears or never goes away,,,"Navient Solutions, LLC.",NC,Servicemember,Web,Closed with explanation,1,,2018,1,0,Student loan
2024-09-05,Checking or savings account,Checking account,Managing an account,Problem accessing account,Cash app sent me an email to verify my i.d and at the time I did not have my i.d present so I hit the back button thinking I can finish it later and at that point they told me that I failed to comply and can no longer order a new debit card but I can continue using the app for transactions.,,"Block, Inc.",CA,,Web,Closed with explanation,1,,2024,9,1,Bank account / service
2023-04-24,Credit card or prepaid card,Gift card,Trouble using the card,Trouble using the card to spend money in a store or online,,,Google Compare Credit Cards Inc.,PA,Older American,Phone,Closed with explanation,1,,2023,4,0,Credit card
2025-03-06,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,,"On XX/XX/year>, I sent a payment to a recipient for {$20.00} using the CASHApp mobile application. That transaction appears as a debit authorization. On XX/XX/year>, CASHApp, according to information received from the financial institution, initiated another transaction and debited the account for {$20.00}. This transaction was unauthorized. I did not make nor authorize CASHApp to initiate a separate debit transaction. This appears to be a recurring problem whenever using CASHApp and as a result of this practice, there is an outstanding debit authorization from XX/XX/year> in the amount of {$20.00} that has been taken from the available account balance in addition to the unauthorized debit initiated by CASHApp on XX/XX/year>.",,"Block, Inc.",MD,,Web,Closed with explanation,1,,2025,3,1,Money transfer / service
